order_id,customer_id,order_date,product_id,category,quantity,price,discount
10341,382,11/24/2004,502,Clothing,45,79.65,10
10363,383,1/6/2005,501,Electronics,33,85.39,5
10375,384,2/3/2005,503,Books,45,76,7
10389,385,3/3/2005,504,Home,26,99.04,5
10419,386,5/17/2005,501,Electronics,12,100,8
10105,387,2/11/2003,502,Clothing,41,100,10
10117,388,4/16/2003,501,Electronics,33,100,5
10127,389,6/3/2003,503,Books,46,100,7
10142,390,8/8/2003,504,Home,33,100,5
10153,391,9/28/2003,501,Electronics,20,100,8
10165,392,10/22/2003,502,Clothing,44,100,10
10176,393,11/6/2003,501,Electronics,33,100,5
10185,394,11/14/2003,503,Books,21,100,7
10196,395,11/26/2003,504,Home,47,100,5
10208,396,1/2/2004,501,Electronics,46,100,8
10220,397,2/12/2004,502,Clothing,32,100,10
10231,398,3/19/2004,501,Electronics,42,100,5
10247,399,5/5/2004,503,Books,44,100,7
10272,400,7/20/2004,504,Home,35,100,5
10282,401,8/20/2004,501,Electronics,41,100,8
10293,402,9/9/2004,502,Clothing,46,100,10
10306,403,10/14/2004,501,Electronics,31,100,5
10314,404,10/22/2004,503,Books,38,100,7
10325,405,11/5/2004,504,Home,42,64,5
10336,406,11/20/2004,501,Electronics,33,57.22,8
10348,407,11/1/2004,502,Clothing,48,52.36,10
10359,408,12/15/2004,501,Electronics,42,100,5
10371,409,1/23/2005,503,Books,32,100,7
10382,410,2/17/2005,504,Home,34,100,5
10395,411,3/17/2005,501,Electronics,33,69.12,8
10413,412,5/5/2005,502,Clothing,36,100,10
10103,413,1/29/2003,501,Electronics,27,100,5
10113,414,3/26/2003,503,Books,21,100,7
10126,415,5/28/2003,504,Home,21,100,5
10140,416,7/24/2003,501,Electronics,38,100,8
10150,417,9/19/2003,502,Clothing,30,100,10
10164,418,10/21/2003,501,Electronics,49,100,5
10174,419,11/6/2003,503,Books,43,100,7
10183,420,11/13/2003,504,Home,41,100,5
10194,421,11/25/2003,501,Electronics,38,100,8
10206,422,12/5/2003,502,Clothing,28,100,10
10216,423,2/2/2004,501,Electronics,43,100,5
10229,424,3/11/2004,503,Books,25,100,7
10245,425,5/4/2004,504,Home,38,100,5
10258,426,6/15/2004,501,Electronics,41,100,8
10270,427,7/19/2004,502,Clothing,28,100,10
10281,428,8/19/2004,501,Electronics,25,100,5
10291,429,9/8/2004,503,Books,41,100,7
10304,430,10/11/2004,504,Home,39,100,5
10313,431,10/22/2004,501,Electronics,21,100,8
10322,432,11/4/2004,502,Clothing,27,100,10
10333,433,11/18/2004,501,Electronics,33,99.21,5
10347,434,11/29/2004,503,Books,29,100,7
10357,435,12/10/2004,504,Home,49,100,5
10370,436,1/20/2005,501,Electronics,49,100,8
10381,437,2/17/2005,502,Clothing,20,100,10
10391,438,3/9/2005,501,Electronics,39,63.2,5
10411,439,5/1/2005,503,Books,40,100,7
10424,440,5/31/2005,504,Home,49,100,5
10107,441,2/24/2003,501,Electronics,21,100,8
10121,442,5/7/2003,502,Clothing,50,100,10
10134,443,7/1/2003,501,Electronics,20,100,5
10145,444,8/25/2003,503,Books,49,100,7
10159,445,10/10/2003,504,Home,38,100,5
10169,446,11/4/2003,501,Electronics,35,100,8
10180,447,11/11/2003,502,Clothing,40,100,10
10189,448,11/18/2003,501,Electronics,28,100,5
10201,449,12/1/2003,503,Books,25,100,7
10211,450,1/15/2004,504,Home,36,100,5
10224,451,2/21/2004,501,Electronics,43,100,8
10237,452,4/5/2004,502,Clothing,32,100,10
10251,453,5/18/2004,501,Electronics,46,100,5
10263,454,6/28/2004,503,Books,48,100,7
10276,455,8/2/2004,504,Home,43,100,5
10285,456,8/27/2004,501,Electronics,49,100,8
10299,457,9/30/2004,502,Clothing,24,100,10
10309,458,10/15/2004,501,Electronics,26,100,5
10319,459,11/3/2004,503,Books,30,100,7
10329,460,11/15/2004,504,Home,24,100,5
10341,461,11/24/2004,501,Electronics,55,100,8
10362,462,1/5/2005,502,Clothing,22,100,10
10375,463,2/3/2005,501,Electronics,49,78.92,5
10388,464,3/3/2005,503,Books,44,100,7
10403,465,4/8/2005,504,Home,66,100,5
10417,466,5/13/2005,501,Electronics,21,100,8
10104,467,1/31/2003,502,Clothing,34,100,10
10117,468,4/16/2003,501,Electronics,43,100,5
10127,469,6/3/2003,503,Books,46,100,7
10142,470,8/8/2003,504,Home,33,100,5
10153,471,9/28/2003,501,Electronics,42,100,8
10165,472,10/22/2003,502,Clothing,34,100,10
10176,473,11/6/2003,501,Electronics,47,100,5
10185,474,11/14/2003,503,Books,33,100,7
10196,475,11/26/2003,504,Home,24,100,5
10208,476,1/2/2004,501,Electronics,26,100,8
10220,477,2/12/2004,502,Clothing,30,100,10
10230,478,3/15/2004,501,Electronics,43,100,5
10247,479,5/5/2004,503,Books,25,100,7
10272,480,7/20/2004,504,Home,27,100,5
10282,481,8/20/2004,501,Electronics,27,100,8
10293,482,9/9/2004,502,Clothing,24,100,10
10306,483,10/14/2004,501,Electronics,34,100,5
10314,484,10/22/2004,503,Books,46,100,7
10324,485,11/5/2004,504,Home,27,54.33,5
10336,486,11/20/2004,501,Electronics,33,100,8
10348,487,11/1/2004,502,Clothing,47,100,10
10358,488,12/10/2004,501,Electronics,49,55.34,5
10372,489,1/26/2005,503,Books,40,100,7
10382,490,2/17/2005,504,Home,37,100,5
10413,491,5/5/2005,501,Electronics,47,100,8
10108,492,3/3/2003,502,Clothing,45,100,10
10122,493,5/8/2003,501,Electronics,37,99.82,5
10135,494,7/2/2003,503,Books,48,100,7
10147,495,9/5/2003,504,Home,31,100,5
10160,496,10/11/2003,501,Electronics,46,100,8
10170,497,11/4/2003,502,Clothing,47,100,10
10181,498,11/12/2003,501,Electronics,28,100,5
10191,499,11/20/2003,503,Books,40,100,7
10203,500,12/2/2003,504,Home,20,100,5
10212,501,1/16/2004,501,Electronics,39,100,8
10225,502,2/22/2004,502,Clothing,25,99.82,10
10238,503,4/9/2004,501,Electronics,29,100,5
10253,504,6/1/2004,503,Books,22,100,7
10266,505,7/6/2004,504,Home,22,100,5
10276,506,8/2/2004,501,Electronics,47,100,8
10287,507,8/30/2004,502,Clothing,45,100,10
10300,508,10/4/2003,501,Electronics,29,100,5
10310,509,10/16/2004,503,Books,24,100,7
10320,510,11/3/2004,504,Home,35,100,5
10329,511,11/15/2004,501,Electronics,46,83.63,8
10341,512,11/24/2004,502,Clothing,44,95.93,10
10363,513,1/6/2005,501,Electronics,34,96.73,5
10376,514,2/8/2005,503,Books,35,100,7
10389,515,3/3/2005,504,Home,25,72.38,5
10419,516,5/17/2005,501,Electronics,10,100,8
10105,517,2/11/2003,502,Clothing,29,100,10
10117,518,4/16/2003,501,Electronics,39,100,5
10127,519,6/3/2003,503,Books,42,100,7
10142,520,8/8/2003,504,Home,46,100,5
10153,521,9/28/2003,501,Electronics,49,100,8
10165,522,10/22/2003,502,Clothing,27,100,10
10176,523,11/6/2003,501,Electronics,50,100,5
10185,524,11/14/2003,503,Books,43,100,7
10196,525,11/26/2003,504,Home,38,100,5
10208,526,1/2/2004,501,Electronics,20,100,8
10220,527,2/12/2004,502,Clothing,27,100,10
10231,528,3/19/2004,501,Electronics,49,100,5
10247,529,5/5/2004,503,Books,27,100,7
10272,530,7/20/2004,504,Home,39,100,5
10282,531,8/20/2004,501,Electronics,24,100,8
10293,532,9/9/2004,502,Clothing,45,100,10
10306,533,10/14/2004,501,Electronics,20,100,5
10314,534,10/22/2004,503,Books,36,100,7
10325,535,11/5/2004,504,Home,24,100,5
10336,536,11/20/2004,501,Electronics,49,63.38,8
10349,537,12/1/2004,502,Clothing,26,100,10
10359,538,12/15/2004,501,Electronics,49,62.09,5
10372,539,1/26/2005,503,Books,34,100,7
10382,540,2/17/2005,504,Home,34,95.35,5
10396,541,3/23/2005,501,Electronics,33,100,8
10413,542,5/5/2005,502,Clothing,22,100,10
10108,543,3/3/2003,501,Electronics,39,89.38,5
10122,544,5/8/2003,503,Books,32,63.84,7
10135,545,7/2/2003,504,Home,24,75.01,5
10147,546,9/5/2003,501,Electronics,21,63.84,8
10159,547,10/10/2003,502,Clothing,24,73.42,10
10169,548,11/4/2003,501,Electronics,36,63.84,5
10181,549,11/12/2003,503,Books,20,81.4,7
10191,550,11/20/2003,504,Home,30,64.64,5
10203,551,12/2/2003,501,Electronics,44,82.99,8
10211,552,1/15/2004,502,Clothing,28,92.57,10
10225,553,2/22/2004,501,Electronics,37,77.41,5
10238,554,4/9/2004,503,Books,20,74.21,7
10253,555,6/1/2004,504,Home,25,90.17,5
10266,556,7/6/2004,501,Electronics,35,76.61,8
10276,557,8/2/2004,502,Clothing,38,83.79,10
10287,558,8/30/2004,501,Electronics,41,69.43,5
10300,559,10/4/2003,503,Books,22,76.61,7
10310,560,10/16/2004,504,Home,49,81.4,5
10320,561,11/3/2004,501,Electronics,38,73.42,8
10329,562,11/15/2004,502,Clothing,33,100,10
10341,563,11/24/2004,501,Electronics,36,93.56,5
10363,564,1/6/2005,503,Books,34,81.62,7
10377,565,2/9/2005,504,Home,24,67.83,5
10389,566,3/3/2005,501,Electronics,36,70.26,8
10419,567,5/17/2005,502,Clothing,34,90.17,10
10104,568,1/31/2003,501,Electronics,41,100,5
10115,569,4/4/2003,503,Books,46,100,7
10127,570,6/3/2003,504,Home,24,100,5
10141,571,8/1/2003,501,Electronics,21,100,8
10151,572,9/21/2003,502,Clothing,24,100,10
10165,573,10/22/2003,501,Electronics,48,100,5
10175,574,11/6/2003,503,Books,26,100,7
10184,575,11/14/2003,504,Home,37,100,5
10195,576,11/25/2003,501,Electronics,49,100,8
10207,577,12/9/2003,502,Clothing,34,99.54,10
10219,578,2/10/2004,501,Electronics,48,100,5
10229,579,3/11/2004,503,Books,36,100,7
10246,580,5/5/2004,504,Home,46,100,5
10259,581,6/15/2004,501,Electronics,46,100,8
10271,582,7/20/2004,502,Clothing,31,97.17,10
10281,583,8/19/2004,501,Electronics,41,100,5
10292,584,9/8/2004,503,Books,21,100,7
10305,585,10/13/2004,504,Home,38,100,5
10314,586,10/22/2004,501,Electronics,45,100,8
10324,587,11/5/2004,502,Clothing,26,58.38,10
10336,588,11/20/2004,501,Electronics,38,100,5
10349,589,12/1/2004,503,Books,48,100,7
10358,590,12/10/2004,504,Home,42,64.16,5
10371,591,1/23/2005,501,Electronics,49,35.71,8
10382,592,2/17/2005,502,Clothing,32,66.58,10
10412,593,5/3/2005,501,Electronics,54,100,5
10425,594,5/31/2005,503,Books,33,100,7
10108,595,3/3/2003,504,Home,36,100,5
10122,596,5/8/2003,501,Electronics,20,100,8
10135,597,7/2/2003,502,Clothing,29,97.89,10
10147,598,9/5/2003,501,Electronics,33,97.89,5
10160,599,10/11/2003,503,Books,50,100,7
10170,600,11/4/2003,504,Home,41,100,5
10181,601,11/12/2003,501,Electronics,36,100,8
10192,602,11/20/2003,502,Clothing,27,100,10
10203,603,12/2/2003,501,Electronics,47,100,5
10212,604,1/16/2004,503,Books,33,100,7
10225,605,2/22/2004,504,Home,21,100,5
10239,606,4/12/2004,501,Electronics,21,93.28,8
10253,607,6/1/2004,502,Clothing,41,100,10
10266,608,7/6/2004,501,Electronics,40,100,5
10277,609,8/4/2004,503,Books,28,100,7
10287,610,8/30/2004,504,Home,23,100,5
10300,611,10/4/2003,501,Electronics,23,100,8
10310,612,10/16/2004,502,Clothing,25,100,10
10321,613,11/4/2004,501,Electronics,24,100,5
10329,614,11/15/2004,503,Books,39,64.74,7
10341,615,11/24/2004,504,Home,55,75.2,5
10363,616,1/6/2005,501,Electronics,46,88.45,8
10377,617,2/9/2005,502,Clothing,50,100,10
10389,618,3/3/2005,501,Electronics,47,100,5
10405,619,4/14/2005,503,Books,97,93.28,7
10419,620,5/17/2005,504,Home,32,100,5
10103,621,1/29/2003,501,Electronics,35,100,8
10113,622,3/26/2003,502,Clothing,49,100,10
10126,623,5/28/2003,501,Electronics,38,100,5
10140,624,7/24/2003,503,Books,32,100,7
10150,625,9/19/2003,504,Home,34,100,5
10164,626,10/21/2003,501,Electronics,36,99.17,8
10174,627,11/6/2003,502,Clothing,48,93.34,10
10183,628,11/13/2003,501,Electronics,21,96.84,5
10194,629,11/25/2003,503,Books,21,93.34,7
10206,630,12/5/2003,504,Home,34,100,5
10215,631,1/29/2004,501,Electronics,46,100,8
10228,632,3/10/2004,502,Clothing,32,100,10
10245,633,5/4/2004,501,Electronics,29,100,5
10258,634,6/15/2004,503,Books,41,100,7
10270,635,7/19/2004,504,Home,43,96.84,5
10280,636,8/17/2004,501,Electronics,24,100,8
10291,637,9/8/2004,502,Clothing,41,100,10
10304,638,10/11/2004,501,Electronics,46,98,5
10312,639,10/21/2004,503,Books,32,100,7
10322,640,11/4/2004,504,Home,22,100,5
10333,641,11/18/2004,501,Electronics,29,40.25,8
10347,642,11/29/2004,502,Clothing,42,49.6,10
10357,643,12/10/2004,501,Electronics,39,98,5
10370,644,1/20/2005,503,Books,27,100,7
10381,645,2/17/2005,504,Home,48,98,5
10391,646,3/9/2005,501,Electronics,29,85.1,8
10411,647,5/1/2005,502,Clothing,27,100,10
10424,648,5/31/2005,501,Electronics,54,100,5
10109,649,3/10/2003,503,Books,26,100,7
10122,650,5/8/2003,504,Home,34,100,5
10136,651,7/4/2003,501,Electronics,25,100,8
10148,652,9/11/2003,502,Clothing,23,100,10
10161,653,10/17/2003,501,Electronics,28,100,5
10171,654,11/5/2003,503,Books,35,100,7
10181,655,11/12/2003,504,Home,44,100,5
10192,656,11/20/2003,501,Electronics,22,100,8
10204,657,12/2/2003,502,Clothing,42,100,10
10212,658,1/16/2004,501,Electronics,29,100,5
10225,659,2/22/2004,503,Books,32,100,7
10240,660,4/13/2004,504,Home,41,100,5
10253,661,6/1/2004,501,Electronics,26,100,8
10266,662,7/6/2004,502,Clothing,21,100,10
10278,663,8/6/2004,501,Electronics,34,100,5
10287,664,8/30/2004,503,Books,41,100,7
10301,665,10/5/2003,504,Home,37,100,5
10310,666,10/16/2004,501,Electronics,37,100,8
10321,667,11/4/2004,502,Clothing,41,100,10
10331,668,11/17/2004,501,Electronics,46,100,5
10342,669,11/24/2004,503,Books,40,100,7
10356,670,12/9/2004,504,Home,43,97.6,5
10365,671,1/7/2005,501,Electronics,30,87.06,8
10377,672,2/9/2005,502,Clothing,35,100,10
10390,673,3/4/2005,501,Electronics,36,93.77,5
10406,674,4/15/2005,503,Books,61,100,7
10419,675,5/17/2005,504,Home,38,100,5
10102,676,1/10/2003,501,Electronics,39,100,8
10111,677,3/25/2003,502,Clothing,33,99.66,10
10125,678,5/21/2003,501,Electronics,32,100,5
10139,679,7/16/2003,503,Books,31,100,7
10149,680,9/12/2003,504,Home,50,100,5
10162,681,10/18/2003,501,Electronics,48,91.44,8
10173,682,11/5/2003,502,Clothing,43,100,10
10182,683,11/12/2003,501,Electronics,25,87.33,5
10193,684,11/21/2003,503,Books,28,100,7
10205,685,12/3/2003,504,Home,36,100,5
10215,686,1/29/2004,501,Electronics,27,89.38,8
10227,687,3/2/2004,502,Clothing,25,100,10
10244,688,4/29/2004,501,Electronics,40,100,5
10256,689,6/8/2004,503,Books,34,95.55,7
10280,690,8/17/2004,504,Home,50,100,5
10289,691,9/3/2004,501,Electronics,38,100,8
10304,692,10/11/2004,502,Clothing,37,95.55,10
10312,693,10/21/2004,501,Electronics,43,89.38,5
10322,694,11/4/2004,503,Books,43,86.3,7
10332,695,11/17/2004,504,Home,46,95.13,5
10346,696,11/29/2004,501,Electronics,42,36.11,8
10356,697,12/9/2004,502,Clothing,50,50.18,10
10369,698,1/20/2005,501,Electronics,44,100,5
10380,699,2/16/2005,503,Books,27,93.16,7
10391,700,3/9/2005,504,Home,35,100,5
10422,701,5/30/2005,501,Electronics,51,95.55,8
10102,702,1/10/2003,502,Clothing,41,50.14,10
10111,703,3/25/2003,501,Electronics,48,49.06,5
10126,704,5/28/2003,503,Books,42,54.99,7
10139,705,7/16/2003,504,Home,49,43.13,5
10149,706,9/12/2003,501,Electronics,30,58.22,8
10162,707,10/18/2003,502,Clothing,45,51.21,10
10173,708,11/5/2003,501,Electronics,48,44.21,5
10182,709,11/12/2003,503,Books,32,54.45,7
10193,710,11/21/2003,504,Home,46,53.37,5
10205,711,12/3/2003,501,Electronics,48,63.61,8
10215,712,1/29/2004,502,Clothing,33,43.13,10
10227,713,3/2/2004,501,Electronics,31,48.52,5
10244,714,4/29/2004,503,Books,20,58.22,7
10256,715,6/8/2004,504,Home,29,51.75,5
10280,716,8/17/2004,501,Electronics,27,57.68,8
10289,717,9/3/2004,502,Clothing,24,56.07,10
10304,718,10/11/2004,501,Electronics,37,48.52,5
10312,719,10/21/2004,503,Books,25,44.21,7
10322,720,11/4/2004,504,Home,41,57.68,5
10332,721,11/17/2004,501,Electronics,27,89.89,8
10347,722,11/29/2004,502,Clothing,21,58.95,10
10356,723,12/9/2004,501,Electronics,22,72.41,5
10369,724,1/20/2005,503,Books,32,98.63,7
10381,725,2/17/2005,504,Home,25,52.83,5
10391,726,3/9/2005,501,Electronics,42,100,8
10422,727,5/30/2005,502,Clothing,25,51.75,10
10110,728,3/18/2003,501,Electronics,37,100,5
10123,729,5/20/2003,503,Books,26,100,7
10137,730,7/10/2003,504,Home,44,99.55,5
10148,731,9/11/2003,501,Electronics,47,100,8
10161,732,10/17/2003,502,Clothing,43,100,10
10172,733,11/5/2003,501,Electronics,42,100,5
10181,734,11/12/2003,503,Books,42,100,7
10192,735,11/20/2003,504,Home,29,100,5
10204,736,12/2/2003,501,Electronics,40,100,8
10212,737,1/16/2004,502,Clothing,38,100,10
10226,738,2/26/2004,501,Electronics,38,100,5
10241,739,4/13/2004,503,Books,21,100,7
10253,740,6/1/2004,504,Home,24,100,5
10266,741,7/6/2004,501,Electronics,36,100,8
10278,742,8/6/2004,502,Clothing,23,100,10
10288,743,9/1/2004,501,Electronics,20,100,5
10301,744,10/5/2003,503,Books,32,100,7
10311,745,10/16/2004,504,Home,29,100,5
10321,746,11/4/2004,501,Electronics,44,100,8
10331,747,11/17/2004,502,Clothing,44,100,10
10343,748,11/24/2004,501,Electronics,36,100,5
10367,749,1/12/2005,503,Books,49,56.3,7
10378,750,2/10/2005,504,Home,34,42.64,5
10407,751,4/22/2005,501,Electronics,59,100,8
10419,752,5/17/2005,502,Clothing,37,100,10
10106,753,2/17/2003,501,Electronics,36,100,5
10119,754,4/28/2003,503,Books,43,100,7
10131,755,6/16/2003,504,Home,21,100,5
10143,756,8/10/2003,501,Electronics,32,100,8
10155,757,10/6/2003,502,Clothing,38,100,10
10167,758,10/23/2003,501,Electronics,43,100,5
10178,759,11/8/2003,503,Books,42,100,7
10186,760,11/14/2003,504,Home,32,100,5
10198,761,11/27/2003,501,Electronics,42,100,8
10210,762,1/12/2004,502,Clothing,31,100,10
10222,763,2/19/2004,501,Electronics,49,100,5
10250,764,5/11/2004,503,Books,45,100,7
